,Unnamed: 0,name,latitude,longitude,is_similar
95,95,iLozbVApJSXmlET,12.886193657931258,77.73511735093368,0
96,96,qRkXfDsDXmkPhiV,13.064702966701422,77.49609751621796,0
97,97,djfMAJHQMwctzlr,12.865977089105556,77.71936637402595,0
98,98,aTVCnxWtroJHYze,12.908993466406608,77.56406845773755,0
99,99,KUDVyRreQFprfGM,13.052556859213947,77.49718136259126,0
100,100,oghZJueuCoOVFFb,12.885114665739929,77.52955419628107,0
101,101,qwyZbldyIiMwAtX,13.095235978047375,77.70128319630311,0
102,102,mdwjLVCzawRJRbF,12.988970331127083,77.66838578721922,0
103,103,ubwcOdJpSzYjTsq,12.955737528819505,77.61363584129509,0
104,104,tjMQLReAgmwYMHS,13.062249102271164,77.51225826728168,0
105,105,WVmetzSiurfiAUL,12.912561157517365,77.45269410198722,0
106,106,ozDTqvwhYQBROfD,13.05794786650627,77.49674734038459,0
107,107,kevkYpwoeByGkFr,12.942994116993807,77.54395972660689,0
108,108,dMUDcoSkcZbFKdV,12.876977716210854,77.65820070784042,0
109,109,kAbqVgEBpxFnneeo,12.9609750742182,77.57004911513958,1
110,110,kAbqVgEBpxFnnee,12.961413207268308,77.5701986714893,1
111,111,lTtlymCLWsWZWsVq,12.87696321330928,77.73722144896529,1
112,112,lTtlymCLWsWZWsV,12.876734974137625,77.73676928056967,1
113,113,iBRAngLgCvBRSdG,13.02433907672632,77.56113473638331,0
114,114,OQwFZvRDfaPmST,13.023596018993656,77.61059258513713,1
115,115,OQwFZvRDfaXPmST,13.022952201172007,77.61072905674307,1
116,116,phXvLqAWrLDZhtd,12.882688890768325,77.66603175839333,0
117,117,UHFkwweTReUSDKq,12.985068405516786,77.644001918419,0
118,118,NibgfyKYxNWbeKLg,12.913284860683058,77.64198736990933,1
119,119,NibgfyKYxNWbeKL,12.913891870741413,77.64292343726254,1
120,120,qJppelDtodtuwlS,13.065421730944058,77.69673169859486,0
121,121,oUvkVqDnWziwqkHa,12.860315387151598,77.7143775743037,1
122,122,oUvkVqDnWziwqkH,12.85951774445022,77.71387691147562,1
123,123,gJCMWixYCxiCsRi,12.890606168163076,77.45334686478998,0
124,124,AFqPgmEocwIFzLt,13.020305562227255,77.5442600086023,0
125,125,ToRGkjGtfriNKrG,13.076336636054206,77.5082574295252,0
126,126,uSpRTMsPPxpYrXYN,12.893467960567875,77.46530154187165,1
127,127,uSpRTMsPPxpYrXY,12.893056501237504,77.46607831104976,1
128,128,FWnMoObNBQumEbF,12.992600358225152,77.62052874789671,0
129,129,LXeVIjVTvcHGAuR,13.04168760924579,77.64935554543437,0
130,130,VbKDuThUkVhCEke,13.078606164277724,77.7223662971908,0
131,131,jpwlGIswRSROHnHt,13.0413161250691,77.55980602980698,1
132,132,jpwlGIswRSROHnH,13.041375542186174,77.55885515583745,1
133,133,iULvrIPjlCxIbaS,12.887756245970763,77.53659350005746,0
134,134,dqBETBbjtnmCjfyH,12.988600480293544,77.57209660370212,1
135,135,dqBETBbjtnmCjfy,12.988729396959902,77.5730175491244,1
136,136,nLZxHFpewcAGrx,12.863799004993828,77.6445252884224,1
137,137,nLZxHFpbewcAGrx,12.863857839760296,77.64525981346615,1
138,138,uvzKVBQcyXHtZVW,13.072817905036429,77.69625070264614,0
139,139,QzpbfuMOwCwbYwA,12.9240467148676,77.53196518120795,0
140,140,SHOpYBxDzUqDXVC,12.993881315442666,77.490472819496,0
141,141,ppNmjapNRDwzKSG,12.855773228585832,77.4635382285752,0
142,142,VDpxVLdUJWsrQRd,13.016537703333771,77.66186593930021,0
143,143,NIhGiaebgXkNTXz,12.903448960347603,77.61073602008587,0
144,144,vbzvUUZmcsYlSNW,12.996925421274756,77.60442642157506,0
145,145,tKPqearmjjeXJKF,12.860435533116888,77.68204501455031,0
146,146,tQJDehlAWgvqTVj,12.946383084712975,77.73090426762626,0
147,147,YlJipaMJEgYDLGL,12.855660930952936,77.70590251044901,0
148,148,sybMQAzuUVMldcW,12.923196081773847,77.73550458655778,0
149,149,kNhxxUpqqPJLmeh,12.900088937115903,77.52488980876971,0
150,150,DoogkGPglaOVapTC,13.041367049616436,77.68444569296669,1
151,151,DoogkGPglaOVapT,13.041282667497551,77.68541158942642,1
152,152,AfxToToeaPWvZWPw,13.047106620581305,77.60154707312995,1
153,153,AfxToToeaPWvZWP,13.047939981112282,77.60200775302715,1
154,154,oktOgZVpMgzkIoQ,13.0435234384504,77.60829812761374,0
155,155,dYtwXpiLZZGKyXp,12.918628289352752,77.60075689383656,0
156,156,NnvpamKFZgFAymr,12.956031520622656,77.74012492847581,0
157,157,epgERAsQdMmYvlWO,13.071556629798,77.47753799223393,1
158,158,epgERAsQdMmYvlW,13.071232120777262,77.47760892661283,1
159,159,OIuTonvpKemVxgj,13.00589489600269,77.44596756912635,0
160,160,cJsgpIDaapwLLzL,12.985372620688407,77.50694461983957,0
161,161,QGKQMGFUVAUvHwbi,12.956936676183368,77.70543799380077,1
162,162,QGKQMGFUVAUvHwb,12.957702860098651,77.70571513564552,1
163,163,xbqFuavSOQEbmvv,12.87397810072609,77.57244539745791,0
164,164,jXlmRpRPbcSCigw,12.888716682375655,77.68973237486811,0
165,165,zPSWlKdbuVOtkqR,13.01197463582547,77.6634152294553,0
166,166,ZxqUVgjukCQVYmT,12.93490366167268,77.72460942191499,0
167,167,cNiURThlENYskRGc,12.984760393104564,77.69799223313464,1
168,168,cNiURThlENYskRG,12.98379326762034,77.69712205599838,1
169,169,DBhEnsjgbbSoIUZY,13.072866889856384,77.46666114456406,1
170,170,DBhEnsjgbbSoIUZ,13.072764361338807,77.46578816770143,1
171,171,tNKXZupORAhTcLB,13.08963594037944,77.73822510633508,0
172,172,XfKIVKiFANgrzFL,12.92785866309319,77.5202284836594,0
173,173,eDSyWpjMyyocOyY,12.923348531347644,77.6777859617299,0
174,174,mMwvSDnetrjTSDh,12.956780061053566,77.47937813881859,0
175,175,kKcvnpZxEITgtWn,13.069205242417286,77.74304771295466,0
176,176,jsCAcWwwZaVQJWj,12.996603997740378,77.6732917286815,0
177,177,IpIbcehVaYtLLQH,13.036746311770452,77.49266374342837,0
178,178,UwyonqUKbSPzXSa,12.917993898622584,77.6033346325464,0
179,179,pXiQXYXRSplaDGz,12.90456522566418,77.5269870456673,0
180,180,BKDioYovhahsMLe,13.08510125727592,77.45277820218568,0
181,181,AxKufLnhldOPnv,12.865343457895348,77.52254096479727,1
182,182,AxKufWLnhldOPnv,12.86453358805387,77.52222343546472,1
183,183,NdDtvDjHpfaPiyH,12.885317731180356,77.6798333493538,0
184,184,zqRqksOVHZNxmRj,12.876307472750092,77.54438747922613,0
185,185,pttxSxLaIpzZxHx,13.074674598041211,77.57028659348619,0
186,186,KdTDLHVuPULRgFl,12.940810811369593,77.70197591904015,0
187,187,WWNOGyYeqfvkmmx,12.860928157946915,77.69970491145052,0
188,188,TOKCbBDbOFiAkeE,13.048584050055588,77.46829898047024,0
189,189,JIisjtNghRsdZr,13.037340469485128,77.556055789032,1
190,190,JKIisjtNghRsdZr,13.038002292899373,77.55518970910002,1
191,191,KMXYsjDVZBtjByM,12.964937116743272,77.64424296233474,0
192,192,wybMltMlRsyUSZUm,12.99332458298431,77.47070937109535,1
193,193,wybMltMlRsyUSZU,12.992645532787025,77.47036482863632,1
194,194,eZhnAOaNvkrmaZd,12.97645101507344,77.69596626361553,0
195,195,HhAfeqRCcyXQQMC,13.003310588595037,77.71872418395287,0
196,196,IUIUrQnxTdPuvgN,12.877380319595192,77.62435024384662,0
197,197,NvfVdgksiTNCgpF,12.897589395345712,77.72644443972894,0
198,198,LrmrIIpDnzxnKEfZ,13.020006910444373,77.63064690871603,1
199,199,LrmrIIpDnzxnKEf,13.019958540069586,77.63117946817779,1
200,200,JPDlSIxcnMvREbx,12.993784480687092,77.54732491896804,0
201,201,LGohaCXZoyALWDM,12.859828871196928,77.64417158385288,0
202,202,hsGOVBKAoXyAoNB,12.854450254586537,77.44794147108246,0
203,203,NjBuSQsdLLpocYw,12.91486517147418,77.62069407674497,0
204,204,XWyBWdhElXWkSsU,12.97371043441312,77.61435900074176,0
205,205,KLbWzaMSxQizCvS,12.866080525723588,77.6778206968997,0
206,206,jQWgMYpmzAHYzHe,12.945651780120432,77.48222520338571,0
207,207,KxRKKqiAJLYhYMB,12.960093389196809,77.69009933630142,0
208,208,xKYRkBITsRosvMx,12.957595206397286,77.65464293501037,0
209,209,NRfshQaysaMRWIA,12.864746145717993,77.47818832071141,0
210,210,joTFJKovMIUVQtvT,13.02408021173729,77.61917823277334,1
211,211,joTFJKovMIUVQtv,13.02313642694156,77.6188856392673,1
212,212,kpqhwoqJYWmaitW,13.08573377038932,77.49010419865816,0
213,213,UWPAOdWOoDDQLsI,12.941648937359348,77.54177971343692,0
214,214,IfCkjzOQKtbPJee,12.862181603204514,77.46421702618314,0
215,215,KdTUHUUKLYARyfX,12.992370716821002,77.69933522285154,0
216,216,fEvlCaVXFFuAHzk,13.0878617962132,77.55324619759426,0
217,217,lLKnbTkIlrLJifE,12.88152577605366,77.46534213158606,0
218,218,GVuGPdbPLNDBxgc,13.082620353557733,77.67532087942362,0
219,219,UAuIbMnrqHgViZv,12.942065728480124,77.73847981478065,0
220,220,ukAcnnNJEQJefQP,13.060270998801476,77.656210474125,0
221,221,ArnQxoKYkDZyFatX,13.050048880465722,77.61627522926547,1
222,222,ArnQxoKYkDZyFat,13.050933020153586,77.61541489644745,1
223,223,ooeqqlxEaLOhdIr,12.955848113423874,77.57710088020065,0
224,224,OAAObErlxdVkOet,12.912617786795586,77.64010510097604,0
225,225,hefDlnEonRQwJmB,13.088860515192447,77.62559194175351,0
226,226,CnRfsPRFUuNJhw,12.926325962044828,77.61283746633481,1
227,227,CnRfsPRFUuNJhAw,12.925830489138152,77.61288427596799,1
228,228,ryFAGHHkenZGxjN,13.05390596129051,77.68370116303475,0
229,229,dtMmdVfCfDeIbiL,12.869230061023067,77.63807033999299,0
230,230,jpHAiXjdJjPimTc,12.968524843386168,77.5889061618351,0
231,231,AtAdbtgwGLoFlic,12.87193944546078,77.5981432201486,0
232,232,NRWiVJWuPOCeZVU,12.980145232405622,77.59174941119585,0
233,233,BQpBtdNGIRjYTRUm,12.8561194508244,77.69788928872615,1
234,234,BQpBtdNGIRjYTRU,12.856367845397632,77.69812096038447,1
235,235,sSoPpXKpdFYXxHF,13.074672612327694,77.45991592136482,0
236,236,glFalYEzWEsaqSX,13.02371107013222,77.54687108462714,0
237,237,JdJPAWxkuCCAKrx,13.095226718940271,77.7350317576778,0
238,238,qNgKGyXMCehfNnW,12.953014246057304,77.54120877680218,0
239,239,dzuXQcYlKqAjgZJ,12.920542628513248,77.58031382985547,0
240,240,tnEYDnFDJouBjHY,13.091079884468552,77.65082670257753,0
241,241,lWndPrbYBwtVjA,12.948789513033107,77.65649654635507,1
242,242,lWndPrbYBwtVjAU,12.94874788759558,77.65738603952238,1
243,243,EkkrUCSmBLTSTz,12.97266173928224,77.66617967948828,1
244,244,EkkrUCSmBLTSTzC,12.97227366105218,77.66638536493184,1
245,245,fsQDbbsUZCWicXN,13.05937872081814,77.59086556244421,0
246,246,hwqgDBUcZbgmHxzw,12.9838044455549,77.62490628721899,1
247,247,hwqgDBUcZbgmHxz,12.98325809316214,77.62456361199615,1
248,248,KFAzSYSuqRxBxBz,12.938626021188425,77.5008422388505,0
249,249,TadhTexQbIhorfb,12.873641879792304,77.63736943172368,0
250,250,pXRWmAVyotyqYtH,13.07641664527941,77.54604293507771,0
251,251,UlwrkwvpctzsLBG,13.02933631899468,77.51380417011072,0
252,252,RciNFriZVRkMnhL,12.95972503560298,77.6520054314993,0
253,253,tSPaHnvEbJJEjru,12.864781175259758,77.51605084206672,0
254,254,wdsAMecxiDrAamd,13.026272913134571,77.69457204498492,0
255,255,UDwbAQBMeUPfXca,13.01178860958911,77.49533129620495,0
256,256,FFPXMGtUqxDXodv,12.943048093294951,77.6117946792802,0
257,257,OhHSbmTBeTbmTKz,13.0041429909131,77.57626910736319,0
258,258,kcLzdPeCnkqlhlv,12.88916236825773,77.46684160282129,0
259,259,kJwjWmAbRrpSeFW,13.049015322648197,77.70099857968026,0
260,260,BQyMXKoPTHzzoZm,12.862253188678062,77.69304177577604,0
261,261,ExGKmWBmEbrgrzX,12.862223734334902,77.48145978294608,0
262,262,acketlKpXhcGiMcw,13.022900912404197,77.72603844658217,1
263,263,acketlKpXhcGiMc,13.023813559447447,77.72701595285761,1
264,264,yOmcagHtiMsceOH,12.921329814302062,77.65404871111215,0
265,265,zsXGztDGTiYIiKk,13.0028379497566,77.67110015790284,0
266,266,biSfdxNiyizULhFr,13.014058430176547,77.68870919389487,1
267,267,biSfdxNiyizULhF,13.014668107435602,77.68940311761234,1
268,268,KqNJrejuJqrVjwan,12.881502467901583,77.651931183901,1
269,269,KqNJrejuJqrVjwa,12.88202623318066,77.65240043155025,1
270,270,GDVQKUQtzFJBWkY,13.00233717353651,77.71554150170374,0
271,271,JwWgwFfCibUbkmx,12.921253237963857,77.65875185329628,0
272,272,vKPmBXuxEARXlZg,13.08375499578768,77.73490608622076,0
273,273,hGTRCNOMzcyxMag,12.94248034416279,77.6863718447919,0
274,274,KmyDmxIapLOKhiW,12.85930043118904,77.62225386336692,0
275,275,oPsIbIGTAWgckJf,12.875932506270509,77.68085992283225,0
276,276,WWPDDTjjKNMDtap,12.941760278407502,77.54600123669374,0
277,277,hiYBsWslVlovoPY,13.035150143983053,77.71643425949962,0
278,278,lYSgWGNZnYmBGDF,12.984034930524128,77.63529443607555,0
279,279,kqWIMeaoZrwqGW,12.880450079912151,77.71691688742465,1
280,280,kqWIdMeaoZrwqGW,12.880257101540009,77.71619509732918,1
281,281,IWHcGBYNHUYKZOJ,12.967795840141378,77.46720126913056,0
282,282,zhaWaYdsRLmTooJ,12.988959488362129,77.52393824459799,0
283,283,hDZCNhmjBxZkXDv,13.047809700233993,77.66422930668637,0
284,284,HFdKKRkHUmdOVqw,13.00340552138041,77.62266594427153,0
285,285,rGkCicxdHNhBRWc,13.071465324803423,77.44629196576336,0
286,286,ccfGqYGPOcwLBwZ,12.911427271292458,77.56110917337057,0
287,287,IXkWqTDSNvXiafO,13.094701156635042,77.64107442540937,0
288,288,HLuSmtUuvqhoyMY,13.062125588632744,77.50885443333213,0
289,289,OdlpurLXUGhiCaS,12.933610264850335,77.6141503404373,0
290,290,kLjDePipuNdQYRY,12.866478938467486,77.58657476451842,0
291,291,nvdUvfplxjiPYGLK,12.936271323326196,77.55350704824914,1
292,292,nvdUvfplxjiPYGL,12.935942067948242,77.55277629852074,1
293,293,wyahFihpVcSJdck,12.999274753895047,77.55183662910922,0
294,294,jsvMAeBSSLnbfSv,12.88161616722303,77.45850959145827,0
295,295,docNiWIhtusveKq,13.09073737309692,77.65700944161512,0
296,296,OqJijwWCfiglkf,12.995647938492295,77.72774753400029,1
297,297,OqJijwWCfigslkf,12.996545517087128,77.72680079196536,1
298,298,hTEBAWYvcKuAvNuA,13.040510542117008,77.44930125130489,1
299,299,hTEBAWYvcKuAvNu,13.040691830321908,77.44958029828143,1
300,300,XNerJTBBvYyqRNc,12.9024870061424,77.45840395727625,0
301,301,PfbzjRwwQMklEiD,12.89796523051202,77.7399753856908,0
302,302,CYuBtPCgDJFWZz,12.871993340685457,77.50966818349103,1
303,303,CYuBtPCgDJFWZLz,12.87297277725915,77.5092097432339,1
304,304,LOgdSCRsXuMQLJ,12.967836570531569,77.52564738467736,1
305,305,LOgNdSCRsXuMQLJ,12.968423492485426,77.5263591647188,1
306,306,NKPftpjZlAggUCv,12.931736486920368,77.48186012999109,0
307,307,bgRZHJqNIwPCuMI,13.067655108488085,77.63704130975269,0
308,308,ZAJnKCFBinARdsn,13.00164404829794,77.62958002219757,0
309,309,ZWJQYMoZEoklxce,12.863074968569457,77.71872802096837,0
310,310,JSYIWDDWPYOeWqO,12.877933850460602,77.48893867737064,0
311,311,VKbZbsWmEVpAxYQ,12.855694421005415,77.66597271056196,0
312,312,wRehcKJMtKwLNkl,12.978727056534876,77.56493962640232,0
313,313,KjfmIWbZbjJvRHL,12.905581581460352,77.7081927898423,0
314,314,ElUlHRrHhaEfcxX,13.009394151552245,77.62518681170839,0
315,315,biQyPcWBIzkwZDl,12.875187089600148,77.64271436862619,0
316,316,tbmgCjpsBBaQtEq,12.987291080653057,77.68729160943059,0
317,317,GJwyCyMNEySoQlS,12.897874314647195,77.71540553405434,0
318,318,UmJKGtRBtZMvAiH,12.946085269735786,77.56985893843552,0
319,319,iFmSXJZYvhzcuQL,13.096715206797793,77.73976603229612,0
320,320,HHfmFmqtRRrFqud,13.050586774712908,77.60248186504988,0
321,321,UdmPbaSQHXYUjXZ,12.905612725851448,77.53067755007163,0
322,322,RZXzrxjpGnUnpzq,12.879337510490284,77.66047713956009,0
323,323,owcPWlILgqCOtpM,12.885201957566672,77.58790442629811,0
324,324,jOJWONdYjTcSjyj,12.928280744405551,77.49802359939844,0
325,325,cKuUcmOiFdoBYHZ,12.860238236120928,77.53468606046233,0
326,326,SvtadFcxZZhZmXf,13.060814831284784,77.5237514701282,0
327,327,oLLotcExJdQqFbd,13.06051125222901,77.6900964266167,0
328,328,ikONQSMkWmihgjP,12.884131183320212,77.44672143023804,0
329,329,FkgmdXfQWFLiMCw,12.990572001910747,77.5568528047748,0
330,330,KmmBqkaneOFwVfW,12.88258121248434,77.51129916237748,0
331,331,qyYbtMGMOuVbnxA,12.921870378885348,77.58995304900085,0
332,332,btzGHZDqWolXMWe,13.088532624318292,77.55927265920825,0
333,333,vfSyjUIajJLcGeu,12.977211745362393,77.47490206122878,0
334,334,GfSfNIaFCpgpBes,12.88060336993844,77.66553239263794,0
335,335,PJzoRUmbXOEGjGH,13.07758505498536,77.62937571414975,0
336,336,DixjOhqtvAdiSWg,12.90307644927818,77.73529386358086,0
337,337,ZbRlYFHJZlemlcg,12.860410715374512,77.70126409548934,0
338,338,bVWuJHPDKrkGyqG,13.00562174416363,77.47403696367965,0
339,339,WEeegLYYvdQftC,12.97894562093194,77.67529067882526,1
340,340,WEeeTgLYYvdQftC,12.979512285181071,77.67509941857045,1
341,341,ytuqkpYPdwphopm,13.023699424215256,77.52356916803753,0
342,342,YfxWxCKlmeOQrN,12.995737723240692,77.46042724936811,1
343,343,YfxWxCKllmeOQrN,12.996578909171006,77.46102703189466,1
344,344,MrjYiKFDVosaAjL,13.086560816939032,77.70122879797715,0
345,345,qdUtWNBvbtuZnil,12.947872807626844,77.4770501064582,0
346,346,DBDGxHfguqOEbop,12.988645818816542,77.53089514334232,0
347,347,CLUfDxWsNRlwZHg,13.043459194236014,77.60418237459251,0
348,348,OCLSBShQbPRvpgU,13.032857032495604,77.49677651709341,0
349,349,YfiGoOwmnQLyjRi,12.906931821134114,77.54691737056216,0
350,350,YApDJtqauwNgAHN,12.93203102300669,77.73580675858881,0
351,351,oEJllKszAxQaEaY,13.020546758780547,77.5931312983971,0
352,352,QkMhLEJVsvkOWIp,12.948942450749657,77.50384471772102,0
353,353,VLHkwWryfdbdhHN,13.041372358779812,77.50291044144336,0
354,354,woLNuGHIyFutqqT,13.030830271968986,77.68109204927613,0
355,355,ttjpAppqdIOtlgFD,13.00777610347502,77.53102153073158,1
356,356,ttjpAppqdIOtlgF,13.008681418475398,77.53104197377067,1
357,357,mZYydyyDPPpPzuvQ,13.081970319072475,77.64048600586894,1
358,358,mZYydyyDPPpPzuv,13.082611478813291,77.64135173922654,1
359,359,iUcpSxGJjDRaZCq,13.06963089656738,77.70391190546917,0
360,360,KdxeZrLpKWPOHiO,13.04868728301752,77.4603651866623,0
361,361,DiAlBOqofqXTfiT,13.061330598983483,77.65465874383648,0
362,362,qYiNGLQDcCBbBNr,12.853504814210924,77.54323261990245,0
363,363,bzzaIJThXyJXbor,12.856242552156216,77.54152273365084,0
364,364,nrfjoBfdogrQQxd,12.93277823404058,77.57048618248045,0
365,365,QkwzQyaQqYbgzoP,12.930001031187972,77.5111738259859,0
366,366,cgWUWBJqaVrOolO,13.085766459539768,77.65233988776347,0
367,367,eZVvqYradDFHGWy,13.062307813326989,77.49254697530905,0
368,368,InXyxxYvuOtrwxBz,12.959026230876434,77.45580672878855,1
369,369,InXyxxYvuOtrwxB,12.959393805006028,77.4551648807429,1
370,370,jJVysWnvThEfVN,13.08383291707718,77.7225306781199,1
371,371,jEJVysWnvThEfVN,13.084566707224695,77.72250141649225,1
372,372,QcmbKHLRVzKopHoz,13.09475997477985,77.54369528765183,1
373,373,QcmbKHLRVzKopHo,13.09444933031956,77.5446840225588,1
374,374,uOfuqQKCfUvxLHzl,13.028646743711718,77.54081547085381,1
375,375,uOfuqQKCfUvxLHz,13.028152795007465,77.5401814132808,1
